date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:08	71598/71598	---M-Z	200	added ('OK')	text/html	etag:%22117ae-65e9c351-a01e1bcfe8ba6109;gz%22	https://themepixels.me/demo/bracket/app/modal.html	themepixels.me/demo/bracket/app/modal.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:09	57199/57199	---M-Z	200	added ('OK')	text/html	etag:%22df6f-65e9c33c-1c1d13632b8ad714;gz%22	https://themepixels.me/demo/bracket/app/pagination.html	themepixels.me/demo/bracket/app/pagination.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:10	54911/54911	---M-Z	200	added ('OK')	text/html	etag:%22d67f-65e9c336-e8037072c80514e1;gz%22	https://themepixels.me/demo/bracket/app/popups.html	themepixels.me/demo/bracket/app/popups.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:11	56504/56504	---M-Z	200	added ('OK')	text/html	etag:%22dcb8-65e9c340-e13fcaa142a1ca1f;gz%22	https://themepixels.me/demo/bracket/app/progress.html	themepixels.me/demo/bracket/app/progress.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:12	50695/50695	---M-Z	200	added ('OK')	text/html	etag:%22c607-65e9c34d-dffe68ac8c748389;gz%22	https://themepixels.me/demo/bracket/app/spinners.html	themepixels.me/demo/bracket/app/spinners.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:13	52352/52352	---M-Z	200	added ('OK')	text/html	etag:%22cc80-65e9c348-a317d7cde506b4f8;gz%22	https://themepixels.me/demo/bracket/app/typography.html	themepixels.me/demo/bracket/app/typography.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:14	72969/72969	---M-Z	200	added ('OK')	text/html	etag:%2211d09-65e9c358-7a46cd07f992d1a9;gz%22	https://themepixels.me/demo/bracket/app/navigation.html	themepixels.me/demo/bracket/app/navigation.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:15	64489/64489	---M-Z	200	added ('OK')	text/html	etag:%22fbe9-65e9c344-33a221b2af8d04bc;gz%22	https://themepixels.me/demo/bracket/app/navigation-layouts.html	themepixels.me/demo/bracket/app/navigation-layouts.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:16	50535/50535	---M-Z	200	added ('OK')	text/html	etag:%22c567-65e9c356-8e86a166f66956b1;gz%22	https://themepixels.me/demo/bracket/app/chart-morris.html	themepixels.me/demo/bracket/app/chart-morris.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:17	52280/52280	---M-Z	200	added ('OK')	text/html	etag:%22cc38-65e9c343-dcda7ffe919b3098;gz%22	https://themepixels.me/demo/bracket/app/chart-flot.html	themepixels.me/demo/bracket/app/chart-flot.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:18	53100/53100	---M-Z	200	added ('OK')	text/html	etag:%22cf6c-65e9c354-238e30e67b210b95;gz%22	https://themepixels.me/demo/bracket/app/chart-chartjs.html	themepixels.me/demo/bracket/app/chart-chartjs.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:19	50995/50995	---M-Z	200	added ('OK')	text/html	etag:%22c733-65e9c339-d9052964dbbbc1ef;gz%22	https://themepixels.me/demo/bracket/app/chart-rickshaw.html	themepixels.me/demo/bracket/app/chart-rickshaw.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:20	53165/53165	---M-Z	200	added ('OK')	text/html	etag:%22cfad-65e9c354-d8513fee0df1cf16;gz%22	https://themepixels.me/demo/bracket/app/chart-chartist.html	themepixels.me/demo/bracket/app/chart-chartist.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:21	50117/50117	---M-Z	200	added ('OK')	text/html	etag:%22c3c5-65e9c34a-7ce1f0db6e275ef0;gz%22	https://themepixels.me/demo/bracket/app/chart-sparkline.html	themepixels.me/demo/bracket/app/chart-sparkline.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:22	51023/51023	---M-Z	200	added ('OK')	text/html	etag:%22c74f-65e9c345-84fa672622c92405;gz%22	https://themepixels.me/demo/bracket/app/chart-peity.html	themepixels.me/demo/bracket/app/chart-peity.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:23	81375/81375	---M-Z	200	added ('OK')	text/html	etag:%2213ddf-65e9c34d-a8d3a0f215963e67;gz%22	https://themepixels.me/demo/bracket/app/form-elements.html	themepixels.me/demo/bracket/app/form-elements.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:24	71180/71180	---M-Z	200	added ('OK')	text/html	etag:%221160c-65e9c352-b0ba7051195aa2a0;gz%22	https://themepixels.me/demo/bracket/app/form-layouts.html	themepixels.me/demo/bracket/app/form-layouts.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:25	69450/69450	---M-Z	200	added ('OK')	text/html	etag:%2210f4a-65e9c33d-d93d056006b84d64;gz%22	https://themepixels.me/demo/bracket/app/form-validation.html	themepixels.me/demo/bracket/app/form-validation.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:26	57530/57530	---M-Z	200	added ('OK')	text/html	etag:%22e0ba-65e9c342-fdd8dd216b558ecb;gz%22	https://themepixels.me/demo/bracket/app/form-wizards.html	themepixels.me/demo/bracket/app/form-wizards.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:27	53116/53116	---M-Z	200	added ('OK')	text/html	etag:%22cf7c-65e9c34e-9d5f85a8a68590b4;gz%22	https://themepixels.me/demo/bracket/app/form-editor-code.html	themepixels.me/demo/bracket/app/form-editor-code.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:28	48254/48254	---M-Z	200	added ('OK')	text/html	etag:%22bc7e-65e9c339-db54bc73c400a65e;gz%22	https://themepixels.me/demo/bracket/app/form-editor-text.html	themepixels.me/demo/bracket/app/form-editor-text.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:29	73101/73101	---M-Z	200	added ('OK')	text/html	etag:%2211d8d-65e9c34f-1c19164cddb59765;gz%22	https://themepixels.me/demo/bracket/app/table-basic.html	themepixels.me/demo/bracket/app/table-basic.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:30	81086/81086	---M-Z	200	added ('OK')	text/html	etag:%2213cbe-65e9c337-2c0acc0b4813995a;gz%22	https://themepixels.me/demo/bracket/app/table-datatable.html	themepixels.me/demo/bracket/app/table-datatable.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:31	48647/48647	---M-Z	200	added ('OK')	text/html	etag:%22be07-65e9c341-1e1f7c990d626c70;gz%22	https://themepixels.me/demo/bracket/app/map-google.html	themepixels.me/demo/bracket/app/map-google.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:32	50896/50896	---M-Z	200	added ('OK')	text/html	etag:%22c6d0-65e9c342-2966b9cb94f683c4;gz%22	https://themepixels.me/demo/bracket/app/map-leaflet.html	themepixels.me/demo/bracket/app/map-leaflet.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:33	50120/50120	---M-Z	200	added ('OK')	text/html	etag:%22c3c8-65e9c33f-d18a539dc97ca4b;gz%22	https://themepixels.me/demo/bracket/app/map-vector.html	themepixels.me/demo/bracket/app/map-vector.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:34	54901/54901	---M-Z	200	added ('OK')	text/html	etag:%22d675-65e9c34f-1ad90e08b207e51b;gz%22	https://themepixels.me/demo/bracket/app/background.html	themepixels.me/demo/bracket/app/background.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:35	58115/58115	---M-Z	200	added ('OK')	text/html	etag:%22e303-65e9c33a-e107f2c95b2918b4;gz%22	https://themepixels.me/demo/bracket/app/border.html	themepixels.me/demo/bracket/app/border.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:36	51533/51533	---M-Z	200	added ('OK')	text/html	etag:%22c94d-65e9c349-eb60f6b1b7386bb6;gz%22	https://themepixels.me/demo/bracket/app/height.html	themepixels.me/demo/bracket/app/height.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:37	51231/51231	---M-Z	200	added ('OK')	text/html	etag:%22c81f-65e9c348-e6c4ea877cc3411f;gz%22	https://themepixels.me/demo/bracket/app/margin.html	themepixels.me/demo/bracket/app/margin.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:38	50806/50806	---M-Z	200	added ('OK')	text/html	etag:%22c676-65e9c347-1c78596a27d16af;gz%22	https://themepixels.me/demo/bracket/app/padding.html	themepixels.me/demo/bracket/app/padding.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:39	52660/52660	---M-Z	200	added ('OK')	text/html	etag:%22cdb4-65e9c347-5558655592f123ff;gz%22	https://themepixels.me/demo/bracket/app/position.html	themepixels.me/demo/bracket/app/position.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:40	55358/55358	---M-Z	200	added ('OK')	text/html	etag:%22d83e-65e9c350-82446149a122ea19;gz%22	https://themepixels.me/demo/bracket/app/typography-util.html	themepixels.me/demo/bracket/app/typography-util.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:41	51511/51511	---M-Z	200	added ('OK')	text/html	etag:%22c937-65e9c356-5da28dd0dc5664c8;gz%22	https://themepixels.me/demo/bracket/app/width.html	themepixels.me/demo/bracket/app/width.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:42	47241/47241	---M-Z	200	added ('OK')	text/html	etag:%22b889-65e9c338-39800a56000b9c48;gz%22	https://themepixels.me/demo/bracket/app/pages.html	themepixels.me/demo/bracket/app/pages.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:43	45559/45559	---M-Z	200	added ('OK')	text/html	etag:%22b1f7-65e9c33d-1621be77d693301a;gz%22	https://themepixels.me/demo/bracket/app/layouts.html	themepixels.me/demo/bracket/app/layouts.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:44	60527/60527	---M-Z	200	added ('OK')	text/html	etag:%22ec6f-65e9c340-4941a814764dd33d;gz%22	https://themepixels.me/demo/bracket/app/sitemap.html	themepixels.me/demo/bracket/app/sitemap.html	(from https://themepixels.me/demo/bracket/app/?storefront=envato-elements)
15:45:45	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62e0e3e3-d279262f562faa99;gz%22	https://themepixels.me/demo/bracket/app/skin-select2.html	themepixels.me/demo/bracket/app/skin-select2.html	(from https://themepixels.me/demo/bracket/app/accordion.html)
15:45:46	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62e0e3e3-d279262f562faa99;gz%22	https://themepixels.me/demo/bracket/app/skin-rangeslider.html	themepixels.me/demo/bracket/app/skin-rangeslider.html	(from https://themepixels.me/demo/bracket/app/accordion.html)
15:45:47	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62e0e3e3-d279262f562faa99;gz%22	https://themepixels.me/demo/bracket/app/skin-input-form.html	themepixels.me/demo/bracket/app/skin-input-form.html	(from https://themepixels.me/demo/bracket/app/accordion.html)
15:45:48	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62e0e3e3-d279262f562faa99;gz%22	https://themepixels.me/demo/bracket/app/skin-file-browser.html	themepixels.me/demo/bracket/app/skin-file-browser.html	(from https://themepixels.me/demo/bracket/app/accordion.html)
15:45:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62e0e3e3-d279262f562faa99;gz%22	https://themepixels.me/demo/bracket/app/skin-datepicker.html	themepixels.me/demo/bracket/app/skin-datepicker.html	(from https://themepixels.me/demo/bracket/app/accordion.html)
15:45:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-62e0e3e3-d279262f562faa99;gz%22	https://themepixels.me/demo/bracket/app/skin-sidebar.html	themepixels.me/demo/bracket/app/skin-sidebar.html	(from https://themepixels.me/demo/bracket/app/accordion.html)
15:45:51	63486/63486	---M-Z	200	added ('OK')	text/html	etag:%22f7fe-65e9c353-54d9648f35d7d761;gz%22	https://themepixels.me/demo/bracket/app/page-profile.html	themepixels.me/demo/bracket/app/page-profile.html	(from https://themepixels.me/demo/bracket/app/pages.html)
15:45:52	63808/63808	---M-Z	200	added ('OK')	text/html	etag:%22f940-65e9c346-ef39d821683cec80;gz%22	https://themepixels.me/demo/bracket/app/page-assets.html	themepixels.me/demo/bracket/app/page-assets.html	(from https://themepixels.me/demo/bracket/app/pages.html)
15:45:53	65253/65253	---M-Z	200	added ('OK')	text/html	etag:%22fee5-65e9c34c-e31e69a16e7c17d;gz%22	https://themepixels.me/demo/bracket/app/page-contacts.html	themepixels.me/demo/bracket/app/page-contacts.html	(from https://themepixels.me/demo/bracket/app/pages.html)
15:45:54	2947/2947	---M-Z	200	added ('OK')	text/html	etag:%22b83-65e9c34e-20aab512d3d972e8;gz%22	https://themepixels.me/demo/bracket/app/signin-simple.html	themepixels.me/demo/bracket/app/signin-simple.html	(from https://themepixels.me/demo/bracket/app/pages.html)
15:45:55	5087/5087	---M-Z	200	added ('OK')	text/html	etag:%2213df-65e9c34b-f0ce21c70b65495f;gz%22	https://themepixels.me/demo/bracket/app/signup-simple.html	themepixels.me/demo/bracket/app/signup-simple.html	(from https://themepixels.me/demo/bracket/app/pages.html)
15:45:56	2884/2884	---M-Z	200	added ('OK')	text/html	etag:%22b44-65e9c33e-c7be6e75ede55eda;gz%22	https://themepixels.me/demo/bracket/app/page-not-found.html	themepixels.me/demo/bracket/app/page-not-found.html	(from https://themepixels.me/demo/bracket/app/pages.html)
15:45:57	44774/44774	---M-Z	200	added ('OK')	text/html	etag:%22aee6-65e9c345-22f9ae67739afd54;gz%22	https://themepixels.me/demo/bracket/app/blank.html	themepixels.me/demo/bracket/app/blank.html	(from https://themepixels.me/demo/bracket/app/layouts.html)
15:45:58	46008/46008	---M-Z	200	added ('OK')	text/html	etag:%22b3b8-65e9c33c-cf8e7791ff9e8742;gz%22	https://themepixels.me/demo/bracket/app/blank-2.html	themepixels.me/demo/bracket/app/blank-2.html	(from https://themepixels.me/demo/bracket/app/layouts.html)
